Training Progress: 	Epoch 1 [0/8883 (0.00%)]		Loss: 1.65029
Training Progress: 	Epoch 24 [5440/8883 (61.15%)]		Loss: 1.01280
Training Progress: 	Epoch 24 [5760/8883 (64.75%)]		Loss: 0.92067
Training Progress: 	Epoch 24 [6080/8883 (68.35%)]		Loss: 0.99374
Training Progress: 	Epoch 24 [6400/8883 (71.94%)]		Loss: 0.96141
Training Progress: 	Epoch 24 [6720/8883 (75.54%)]		Loss: 0.91176
Training Progress: 	Epoch 24 [7040/8883 (79.14%)]		Loss: 1.00307
Training Progress: 	Epoch 24 [7360/8883 (82.73%)]		Loss: 0.87073
Training Progress: 	Epoch 24 [7680/8883 (86.33%)]		Loss: 0.84002
Training Progress: 	Epoch 24 [8000/8883 (89.93%)]		Loss: 0.87518
Training Progress: 	Epoch 24 [8320/8883 (93.53%)]		Loss: 1.06604
Training Progress: 	Epoch 24 [8640/8883 (97.12%)]		Loss: 0.97690
	Train loss: 0.02700, Accuracy: 5446/8883 (61.00%)
	Validation loss: 0.00055, Accuracy: 1036/1692 (61.00%)
	Test loss: 0.00105, Accuracy: 508/1772 (28.00%)

Training Progress: 	Epoch 25 [0/8883 (0.00%)]		Loss: 1.02595
Training Progress: 	Epoch 25 [320/8883 (3.60%)]		Loss: 1.04790
Training Progress: 	Epoch 25 [640/8883 (7.19%)]		Loss: 0.97026
Training Progress: 	Epoch 25 [960/8883 (10.79%)]		Loss: 0.91741
Training Progress: 	Epoch 25 [1280/8883 (14.39%)]		Loss: 0.97925
Training Progress: 	Epoch 25 [1600/8883 (17.99%)]		Loss: 1.22283
Training Progress: 	Epoch 25 [1920/8883 (21.58%)]		Loss: 0.88898
Training Progress: 	Epoch 25 [2240/8883 (25.18%)]		Loss: 0.98058
Training Progress: 	Epoch 25 [2560/8883 (28.78%)]		Loss: 1.01381
Training Progress: 	Epoch 25 [2880/8883 (32.37%)]		Loss: 1.05285
Training Progress: 	Epoch 25 [3200/8883 (35.97%)]		Loss: 1.19557
Training Progress: 	Epoch 25 [3520/8883 (39.57%)]		Loss: 0.86573
Training Progress: 	Epoch 25 [3840/8883 (43.17%)]		Loss: 1.08437
Training Progress: 	Epoch 25 [4160/8883 (46.76%)]		Loss: 0.90619
Training Progress: 	Epoch 25 [4480/8883 (50.36%)]		Loss: 0.78059
Training Progress: 	Epoch 25 [4800/8883 (53.96%)]		Loss: 0.83059
Training Progress: 	Epoch 25 [5120/8883 (57.55%)]		Loss: 0.82720
Training Progress: 	Epoch 25 [5440/8883 (61.15%)]		Loss: 1.03046
Training Progress: 	Epoch 25 [5760/8883 (64.75%)]		Loss: 0.78515
Training Progress: 	Epoch 25 [6080/8883 (68.35%)]		Loss: 0.87110
Training Progress: 	Epoch 25 [6400/8883 (71.94%)]		Loss: 0.95583
Training Progress: 	Epoch 25 [6720/8883 (75.54%)]		Loss: 1.14913
Training Progress: 	Epoch 25 [7040/8883 (79.14%)]		Loss: 1.12888
Training Progress: 	Epoch 25 [7360/8883 (82.73%)]		Loss: 0.85433
Training Progress: 	Epoch 25 [7680/8883 (86.33%)]		Loss: 0.79847
Training Progress: 	Epoch 25 [8000/8883 (89.93%)]		Loss: 0.81405
Training Progress: 	Epoch 25 [8320/8883 (93.53%)]		Loss: 1.03669
Training Progress: 	Epoch 25 [8640/8883 (97.12%)]		Loss: 0.96153
	Train loss: 0.02588, Accuracy: 5532/8883 (62.00%)
	Validation loss: 0.00055, Accuracy: 1039/1692 (61.00%)
	Test loss: 0.00111, Accuracy: 543/1772 (30.00%)

Training Progress: 	Epoch 26 [0/8883 (0.00%)]		Loss: 0.83372
Training Progress: 	Epoch 26 [320/8883 (3.60%)]		Loss: 0.89586
Training Progress: 	Epoch 26 [640/8883 (7.19%)]		Loss: 0.92696
Training Progress: 	Epoch 26 [960/8883 (10.79%)]		Loss: 0.84894
Training Progress: 	Epoch 26 [1280/8883 (14.39%)]		Loss: 0.98391
Training Progress: 	Epoch 26 [1600/8883 (17.99%)]		Loss: 0.97997
Training Progress: 	Epoch 26 [1920/8883 (21.58%)]		Loss: 0.94924
Training Progress: 	Epoch 26 [2240/8883 (25.18%)]		Loss: 0.97496
Training Progress: 	Epoch 26 [2560/8883 (28.78%)]		Loss: 1.04541
Training Progress: 	Epoch 26 [2880/8883 (32.37%)]		Loss: 0.98283
Training Progress: 	Epoch 26 [3200/8883 (35.97%)]		Loss: 0.92109
Training Progress: 	Epoch 26 [3520/8883 (39.57%)]		Loss: 0.90255
Training Progress: 	Epoch 26 [3840/8883 (43.17%)]		Loss: 0.97279
Training Progress: 	Epoch 26 [4160/8883 (46.76%)]		Loss: 0.80793
Training Progress: 	Epoch 26 [4480/8883 (50.36%)]		Loss: 0.86932
Training Progress: 	Epoch 26 [4800/8883 (53.96%)]		Loss: 0.64804
Training Progress: 	Epoch 26 [5120/8883 (57.55%)]		Loss: 0.83627
Training Progress: 	Epoch 26 [5440/8883 (61.15%)]		Loss: 0.81666
Training Progress: 	Epoch 26 [5760/8883 (64.75%)]		Loss: 0.79482
Training Progress: 	Epoch 26 [6080/8883 (68.35%)]		Loss: 0.85091
Training Progress: 	Epoch 26 [6400/8883 (71.94%)]		Loss: 1.03798
Training Progress: 	Epoch 26 [6720/8883 (75.54%)]		Loss: 0.86554
Training Progress: 	Epoch 26 [7040/8883 (79.14%)]		Loss: 1.07604
Training Progress: 	Epoch 26 [7360/8883 (82.73%)]		Loss: 0.97531
Training Progress: 	Epoch 26 [7680/8883 (86.33%)]		Loss: 0.91601
Training Progress: 	Epoch 26 [8000/8883 (89.93%)]		Loss: 0.83723
Training Progress: 	Epoch 26 [8320/8883 (93.53%)]		Loss: 1.19425
Training Progress: 	Epoch 26 [8640/8883 (97.12%)]		Loss: 0.90931
	Train loss: 0.02603, Accuracy: 5577/8883 (62.00%)
	Validation loss: 0.00055, Accuracy: 1049/1692 (61.00%)
	Test loss: 0.00113, Accuracy: 506/1772 (28.00%)

Training Progress: 	Epoch 27 [0/8883 (0.00%)]		Loss: 0.97568
Training Progress: 	Epoch 27 [320/8883 (3.60%)]		Loss: 1.06857
Training Progress: 	Epoch 27 [640/8883 (7.19%)]		Loss: 1.09123
Training Progress: 	Epoch 27 [960/8883 (10.79%)]		Loss: 0.78719
Training Progress: 	Epoch 27 [1280/8883 (14.39%)]		Loss: 0.96327
Training Progress: 	Epoch 27 [1600/8883 (17.99%)]		Loss: 1.18029
Training Progress: 	Epoch 27 [1920/8883 (21.58%)]		Loss: 0.82069
Training Progress: 	Epoch 27 [2240/8883 (25.18%)]		Loss: 0.92013
Training Progress: 	Epoch 27 [2560/8883 (28.78%)]		Loss: 1.15986
Training Progress: 	Epoch 27 [2880/8883 (32.37%)]		Loss: 0.93170
Training Progress: 	Epoch 27 [3200/8883 (35.97%)]		Loss: 0.86341
Training Progress: 	Epoch 27 [3520/8883 (39.57%)]		Loss: 1.05004
Training Progress: 	Epoch 27 [3840/8883 (43.17%)]		Loss: 1.11811
Training Progress: 	Epoch 27 [4160/8883 (46.76%)]		Loss: 0.79524
Training Progress: 	Epoch 27 [4480/8883 (50.36%)]		Loss: 0.68220
Training Progress: 	Epoch 27 [4800/8883 (53.96%)]		Loss: 0.86537
Training Progress: 	Epoch 27 [5120/8883 (57.55%)]		Loss: 0.75040
Training Progress: 	Epoch 27 [5440/8883 (61.15%)]		Loss: 1.02185
Training Progress: 	Epoch 27 [5760/8883 (64.75%)]		Loss: 0.82206
Training Progress: 	Epoch 27 [6080/8883 (68.35%)]		Loss: 1.07948
Training Progress: 	Epoch 27 [6400/8883 (71.94%)]		Loss: 0.87623
Training Progress: 	Epoch 27 [6720/8883 (75.54%)]		Loss: 0.84815
Training Progress: 	Epoch 27 [7040/8883 (79.14%)]		Loss: 1.15147
Training Progress: 	Epoch 27 [7360/8883 (82.73%)]		Loss: 0.85078
Training Progress: 	Epoch 27 [7680/8883 (86.33%)]		Loss: 0.69356
Training Progress: 	Epoch 27 [8000/8883 (89.93%)]		Loss: 0.82837
Training Progress: 	Epoch 27 [8320/8883 (93.53%)]		Loss: 1.11589
Training Progress: 	Epoch 27 [8640/8883 (97.12%)]		Loss: 0.91391
	Train loss: 0.02436, Accuracy: 5805/8883 (65.00%)
	Validation loss: 0.00051, Accuracy: 1090/1692 (64.00%)
	Test loss: 0.00116, Accuracy: 487/1772 (27.00%)

Training Progress: 	Epoch 28 [0/8883 (0.00%)]		Loss: 0.87691
Training Progress: 	Epoch 28 [320/8883 (3.60%)]		Loss: 1.12089
Training Progress: 	Epoch 28 [640/8883 (7.19%)]		Loss: 1.04879
Training Progress: 	Epoch 28 [960/8883 (10.79%)]		Loss: 1.25857
Training Progress: 	Epoch 28 [1280/8883 (14.39%)]		Loss: 1.00553
Training Progress: 	Epoch 28 [1600/8883 (17.99%)]		Loss: 1.24128
Training Progress: 	Epoch 28 [1920/8883 (21.58%)]		Loss: 0.76379
Training Progress: 	Epoch 28 [2240/8883 (25.18%)]		Loss: 1.13219
Training Progress: 	Epoch 28 [2560/8883 (28.78%)]		Loss: 1.02863
Training Progress: 	Epoch 28 [2880/8883 (32.37%)]		Loss: 1.00343
Training Progress: 	Epoch 28 [3200/8883 (35.97%)]		Loss: 1.05725
Training Progress: 	Epoch 28 [3520/8883 (39.57%)]		Loss: 0.84421
Training Progress: 	Epoch 28 [3840/8883 (43.17%)]		Loss: 1.00616
Training Progress: 	Epoch 28 [4160/8883 (46.76%)]		Loss: 0.77528
Training Progress: 	Epoch 28 [4480/8883 (50.36%)]		Loss: 0.74625
Training Progress: 	Epoch 28 [4800/8883 (53.96%)]		Loss: 0.72075
Training Progress: 	Epoch 28 [5120/8883 (57.55%)]		Loss: 0.86790
Training Progress: 	Epoch 28 [5440/8883 (61.15%)]		Loss: 0.88147
Training Progress: 	Epoch 28 [5760/8883 (64.75%)]		Loss: 0.71164
Training Progress: 	Epoch 28 [6080/8883 (68.35%)]		Loss: 0.96892
Training Progress: 	Epoch 28 [6400/8883 (71.94%)]		Loss: 0.95296
Training Progress: 	Epoch 28 [6720/8883 (75.54%)]		Loss: 1.09878
Training Progress: 	Epoch 28 [7040/8883 (79.14%)]		Loss: 1.10728
Training Progress: 	Epoch 28 [7360/8883 (82.73%)]		Loss: 0.99227
Training Progress: 	Epoch 28 [7680/8883 (86.33%)]		Loss: 0.84981
Training Progress: 	Epoch 28 [8000/8883 (89.93%)]		Loss: 0.85274
Training Progress: 	Epoch 28 [8320/8883 (93.53%)]		Loss: 1.07539
Training Progress: 	Epoch 28 [8640/8883 (97.12%)]		Loss: 0.95630
	Train loss: 0.02450, Accuracy: 5724/8883 (64.00%)
	Validation loss: 0.00052, Accuracy: 1084/1692 (64.00%)
	Test loss: 0.00111, Accuracy: 528/1772 (29.00%)

Training Progress: 	Epoch 29 [0/8883 (0.00%)]		Loss: 0.81630
Training Progress: 	Epoch 29 [320/8883 (3.60%)]		Loss: 0.88709
Training Progress: 	Epoch 29 [640/8883 (7.19%)]		Loss: 0.87420
Training Progress: 	Epoch 29 [960/8883 (10.79%)]		Loss: 0.96205
Training Progress: 	Epoch 29 [1280/8883 (14.39%)]		Loss: 1.16488
Training Progress: 	Epoch 29 [1600/8883 (17.99%)]		Loss: 0.93186
Training Progress: 	Epoch 29 [1920/8883 (21.58%)]		Loss: 0.75991
Training Progress: 	Epoch 29 [2240/8883 (25.18%)]		Loss: 0.87158
Training Progress: 	Epoch 29 [2560/8883 (28.78%)]		Loss: 0.95696
Training Progress: 	Epoch 29 [2880/8883 (32.37%)]		Loss: 0.92411
Training Progress: 	Epoch 29 [3200/8883 (35.97%)]		Loss: 0.78018
Training Progress: 	Epoch 29 [3520/8883 (39.57%)]		Loss: 0.94437
Training Progress: 	Epoch 29 [3840/8883 (43.17%)]		Loss: 0.95373
Training Progress: 	Epoch 29 [4160/8883 (46.76%)]		Loss: 0.78221
Training Progress: 	Epoch 29 [4480/8883 (50.36%)]		Loss: 0.71399
Training Progress: 	Epoch 29 [4800/8883 (53.96%)]		Loss: 0.73407
Training Progress: 	Epoch 29 [5120/8883 (57.55%)]		Loss: 0.87485
Training Progress: 	Epoch 29 [5440/8883 (61.15%)]		Loss: 0.97038
Training Progress: 	Epoch 29 [5760/8883 (64.75%)]		Loss: 0.75842
Training Progress: 	Epoch 29 [6080/8883 (68.35%)]		Loss: 0.88670
Training Progress: 	Epoch 29 [6400/8883 (71.94%)]		Loss: 0.92554
Training Progress: 	Epoch 29 [6720/8883 (75.54%)]		Loss: 0.87053
Training Progress: 	Epoch 29 [7040/8883 (79.14%)]		Loss: 0.90021
Training Progress: 	Epoch 29 [7360/8883 (82.73%)]		Loss: 0.87951
Training Progress: 	Epoch 29 [7680/8883 (86.33%)]		Loss: 0.93119
Training Progress: 	Epoch 29 [8000/8883 (89.93%)]		Loss: 0.77419
Training Progress: 	Epoch 29 [8320/8883 (93.53%)]		Loss: 0.90679
Training Progress: 	Epoch 29 [8640/8883 (97.12%)]		Loss: 0.94495
	Train loss: 0.02357, Accuracy: 5893/8883 (66.00%)
	Validation loss: 0.00049, Accuracy: 1122/1692 (66.00%)
	Test loss: 0.00111, Accuracy: 478/1772 (26.00%)

Training Progress: 	Epoch 30 [0/8883 (0.00%)]		Loss: 0.86931
Training Progress: 	Epoch 30 [320/8883 (3.60%)]		Loss: 1.05915
Training Progress: 	Epoch 30 [640/8883 (7.19%)]		Loss: 0.83533
Training Progress: 	Epoch 30 [960/8883 (10.79%)]		Loss: 0.91731
Training Progress: 	Epoch 30 [1280/8883 (14.39%)]		Loss: 0.97783
Training Progress: 	Epoch 30 [1600/8883 (17.99%)]		Loss: 1.00277
Training Progress: 	Epoch 30 [1920/8883 (21.58%)]		Loss: 0.80991
Training Progress: 	Epoch 30 [2240/8883 (25.18%)]		Loss: 0.78937
Training Progress: 	Epoch 30 [2560/8883 (28.78%)]		Loss: 0.91740
Training Progress: 	Epoch 30 [2880/8883 (32.37%)]		Loss: 0.95272
Training Progress: 	Epoch 30 [3200/8883 (35.97%)]		Loss: 1.03527
Training Progress: 	Epoch 30 [3520/8883 (39.57%)]		Loss: 0.92590
Training Progress: 	Epoch 30 [3840/8883 (43.17%)]		Loss: 0.94144
Training Progress: 	Epoch 30 [4160/8883 (46.76%)]		Loss: 0.85647
Training Progress: 	Epoch 30 [4480/8883 (50.36%)]		Loss: 0.74070
Training Progress: 	Epoch 30 [4800/8883 (53.96%)]		Loss: 0.83689
Training Progress: 	Epoch 30 [5120/8883 (57.55%)]		Loss: 0.98608
Training Progress: 	Epoch 30 [5440/8883 (61.15%)]		Loss: 0.94487
Training Progress: 	Epoch 30 [5760/8883 (64.75%)]		Loss: 0.71853
Training Progress: 	Epoch 30 [6080/8883 (68.35%)]		Loss: 0.70451
Training Progress: 	Epoch 30 [6400/8883 (71.94%)]		Loss: 0.90704
Training Progress: 	Epoch 30 [6720/8883 (75.54%)]		Loss: 0.94657
Training Progress: 	Epoch 30 [7040/8883 (79.14%)]		Loss: 0.92263
Training Progress: 	Epoch 30 [7360/8883 (82.73%)]		Loss: 0.85090
Training Progress: 	Epoch 30 [7680/8883 (86.33%)]		Loss: 0.68377
Training Progress: 	Epoch 30 [8000/8883 (89.93%)]		Loss: 0.73459
Training Progress: 	Epoch 30 [8320/8883 (93.53%)]		Loss: 1.19831
Training Progress: 	Epoch 30 [8640/8883 (97.12%)]		Loss: 0.83525
	Train loss: 0.02341, Accuracy: 5891/8883 (66.00%)
	Validation loss: 0.00049, Accuracy: 1156/1692 (68.00%)
	Test loss: 0.00121, Accuracy: 485/1772 (27.00%)

Training Progress: 	Epoch 31 [0/8883 (0.00%)]		Loss: 0.87104
Training Progress: 	Epoch 31 [320/8883 (3.60%)]		Loss: 1.00672
Training Progress: 	Epoch 31 [640/8883 (7.19%)]		Loss: 0.82107
Training Progress: 	Epoch 31 [960/8883 (10.79%)]		Loss: 1.05854
Training Progress: 	Epoch 31 [1280/8883 (14.39%)]		Loss: 0.92924
Training Progress: 	Epoch 31 [1600/8883 (17.99%)]		Loss: 1.20447
Training Progress: 	Epoch 31 [1920/8883 (21.58%)]		Loss: 0.63884
Training Progress: 	Epoch 31 [2240/8883 (25.18%)]		Loss: 0.93042
Training Progress: 	Epoch 31 [2560/8883 (28.78%)]		Loss: 0.96572
Training Progress: 	Epoch 31 [2880/8883 (32.37%)]		Loss: 0.94661
Training Progress: 	Epoch 31 [3200/8883 (35.97%)]		Loss: 0.80083
Training Progress: 	Epoch 31 [3520/8883 (39.57%)]		Loss: 1.12348
Training Progress: 	Epoch 31 [3840/8883 (43.17%)]		Loss: 0.83939
Training Progress: 	Epoch 31 [4160/8883 (46.76%)]		Loss: 0.77598
Training Progress: 	Epoch 31 [4480/8883 (50.36%)]		Loss: 0.75086
Training Progress: 	Epoch 31 [4800/8883 (53.96%)]		Loss: 0.71648
Training Progress: 	Epoch 31 [5120/8883 (57.55%)]		Loss: 0.84255
Training Progress: 	Epoch 31 [5440/8883 (61.15%)]		Loss: 0.87377
Training Progress: 	Epoch 31 [5760/8883 (64.75%)]		Loss: 0.83757
Training Progress: 	Epoch 31 [6080/8883 (68.35%)]		Loss: 1.02067
Training Progress: 	Epoch 31 [6400/8883 (71.94%)]		Loss: 0.94755
Training Progress: 	Epoch 31 [6720/8883 (75.54%)]		Loss: 0.88258
Training Progress: 	Epoch 31 [7040/8883 (79.14%)]		Loss: 0.86708
Training Progress: 	Epoch 31 [7360/8883 (82.73%)]		Loss: 0.76559
Training Progress: 	Epoch 31 [7680/8883 (86.33%)]		Loss: 0.75738
Training Progress: 	Epoch 31 [8000/8883 (89.93%)]		Loss: 0.65948
Training Progress: 	Epoch 31 [8320/8883 (93.53%)]		Loss: 1.02982
Training Progress: 	Epoch 31 [8640/8883 (97.12%)]		Loss: 0.98937
	Train loss: 0.02191, Accuracy: 6115/8883 (68.00%)
	Validation loss: 0.00043, Accuracy: 1187/1692 (70.00%)
	Test loss: 0.00112, Accuracy: 539/1772 (30.00%)

Training Progress: 	Epoch 32 [0/8883 (0.00%)]		Loss: 0.70272
Training Progress: 	Epoch 32 [320/8883 (3.60%)]		Loss: 0.88453
Training Progress: 	Epoch 32 [640/8883 (7.19%)]		Loss: 0.87027
Training Progress: 	Epoch 32 [960/8883 (10.79%)]		Loss: 0.81328
Training Progress: 	Epoch 32 [1280/8883 (14.39%)]		Loss: 0.91915
Training Progress: 	Epoch 32 [1600/8883 (17.99%)]		Loss: 0.92151
Training Progress: 	Epoch 32 [1920/8883 (21.58%)]		Loss: 0.86155
Training Progress: 	Epoch 32 [2240/8883 (25.18%)]		Loss: 0.79666
Training Progress: 	Epoch 32 [2560/8883 (28.78%)]		Loss: 1.09304
Training Progress: 	Epoch 32 [2880/8883 (32.37%)]		Loss: 1.05796
Training Progress: 	Epoch 32 [3200/8883 (35.97%)]		Loss: 0.77822
Training Progress: 	Epoch 32 [3520/8883 (39.57%)]		Loss: 0.85908
Training Progress: 	Epoch 32 [3840/8883 (43.17%)]		Loss: 0.90575
Training Progress: 	Epoch 32 [4160/8883 (46.76%)]		Loss: 0.73497
Training Progress: 	Epoch 32 [4480/8883 (50.36%)]		Loss: 0.61699
Training Progress: 	Epoch 32 [4800/8883 (53.96%)]		Loss: 0.52291
Training Progress: 	Epoch 32 [5120/8883 (57.55%)]		Loss: 0.92664
Training Progress: 	Epoch 32 [5440/8883 (61.15%)]		Loss: 0.83974
Training Progress: 	Epoch 32 [5760/8883 (64.75%)]		Loss: 0.73410
Training Progress: 	Epoch 32 [6080/8883 (68.35%)]		Loss: 1.06766
Training Progress: 	Epoch 32 [6400/8883 (71.94%)]		Loss: 0.84973
Training Progress: 	Epoch 32 [6720/8883 (75.54%)]		Loss: 0.86461
Training Progress: 	Epoch 32 [7040/8883 (79.14%)]		Loss: 0.89252
Training Progress: 	Epoch 32 [7360/8883 (82.73%)]		Loss: 0.87987
Training Progress: 	Epoch 32 [7680/8883 (86.33%)]		Loss: 0.72921
Training Progress: 	Epoch 32 [8000/8883 (89.93%)]		Loss: 0.88979
Training Progress: 	Epoch 32 [8320/8883 (93.53%)]		Loss: 0.98678
Training Progress: 	Epoch 32 [8640/8883 (97.12%)]		Loss: 0.97964
	Train loss: 0.02163, Accuracy: 6074/8883 (68.00%)
	Validation loss: 0.00044, Accuracy: 1178/1692 (69.00%)
	Test loss: 0.00123, Accuracy: 522/1772 (29.00%)

Training Progress: 	Epoch 33 [0/8883 (0.00%)]		Loss: 0.79072
Training Progress: 	Epoch 33 [320/8883 (3.60%)]		Loss: 0.85045
Training Progress: 	Epoch 33 [640/8883 (7.19%)]		Loss: 0.80137
Training Progress: 	Epoch 33 [960/8883 (10.79%)]		Loss: 0.88844
Training Progress: 	Epoch 33 [1280/8883 (14.39%)]		Loss: 0.80798
Training Progress: 	Epoch 33 [1600/8883 (17.99%)]		Loss: 1.05369
Training Progress: 	Epoch 33 [1920/8883 (21.58%)]		Loss: 0.66606
Training Progress: 	Epoch 33 [2240/8883 (25.18%)]		Loss: 0.76890
Training Progress: 	Epoch 33 [2560/8883 (28.78%)]		Loss: 1.06043
Training Progress: 	Epoch 33 [2880/8883 (32.37%)]		Loss: 0.96373
Training Progress: 	Epoch 33 [3200/8883 (35.97%)]		Loss: 0.95817
Training Progress: 	Epoch 33 [3520/8883 (39.57%)]		Loss: 0.94884
Training Progress: 	Epoch 33 [3840/8883 (43.17%)]		Loss: 0.90443
Training Progress: 	Epoch 33 [4160/8883 (46.76%)]		Loss: 0.65610
Training Progress: 	Epoch 33 [4480/8883 (50.36%)]		Loss: 0.70898
Training Progress: 	Epoch 33 [4800/8883 (53.96%)]		Loss: 0.60515
Training Progress: 	Epoch 33 [5120/8883 (57.55%)]		Loss: 0.81759
Training Progress: 	Epoch 33 [5440/8883 (61.15%)]		Loss: 0.63808
Training Progress: 	Epoch 33 [5760/8883 (64.75%)]		Loss: 0.69845
Training Progress: 	Epoch 33 [6080/8883 (68.35%)]		Loss: 0.71599
Training Progress: 	Epoch 33 [6400/8883 (71.94%)]		Loss: 0.82915
Training Progress: 	Epoch 33 [6720/8883 (75.54%)]		Loss: 0.80423
Training Progress: 	Epoch 33 [7040/8883 (79.14%)]		Loss: 0.85106
Training Progress: 	Epoch 33 [7360/8883 (82.73%)]		Loss: 0.76595
Training Progress: 	Epoch 33 [7680/8883 (86.33%)]		Loss: 0.79355
Training Progress: 	Epoch 33 [8000/8883 (89.93%)]		Loss: 0.93422
Training Progress: 	Epoch 33 [8320/8883 (93.53%)]		Loss: 0.93842
Training Progress: 	Epoch 33 [8640/8883 (97.12%)]		Loss: 0.79055
	Train loss: 0.02145, Accuracy: 6142/8883 (69.00%)
	Validation loss: 0.00043, Accuracy: 1192/1692 (70.00%)
	Test loss: 0.00116, Accuracy: 528/1772 (29.00%)

Training Progress: 	Epoch 34 [0/8883 (0.00%)]		Loss: 0.66106
Training Progress: 	Epoch 34 [320/8883 (3.60%)]		Loss: 0.78748
Training Progress: 	Epoch 34 [640/8883 (7.19%)]		Loss: 0.73648
Training Progress: 	Epoch 34 [960/8883 (10.79%)]		Loss: 0.72141
Training Progress: 	Epoch 34 [1280/8883 (14.39%)]		Loss: 0.98323
Training Progress: 	Epoch 34 [1600/8883 (17.99%)]		Loss: 1.12724
Training Progress: 	Epoch 34 [1920/8883 (21.58%)]		Loss: 0.63906
Training Progress: 	Epoch 34 [2240/8883 (25.18%)]		Loss: 0.83609
Training Progress: 	Epoch 34 [2560/8883 (28.78%)]		Loss: 1.01789
Training Progress: 	Epoch 34 [2880/8883 (32.37%)]		Loss: 1.07821
Training Progress: 	Epoch 34 [3200/8883 (35.97%)]		Loss: 0.74811
Training Progress: 	Epoch 34 [3520/8883 (39.57%)]		Loss: 0.91159
Training Progress: 	Epoch 34 [3840/8883 (43.17%)]		Loss: 1.16495
Training Progress: 	Epoch 34 [4160/8883 (46.76%)]		Loss: 0.80499
Training Progress: 	Epoch 34 [4480/8883 (50.36%)]		Loss: 0.52356
Training Progress: 	Epoch 34 [4800/8883 (53.96%)]		Loss: 0.76039Training Progress: 	Epoch 34 [5120/8883 (57.55%)]		Loss: 0.75100
Training Progress: 	Epoch 34 [5440/8883 (61.15%)]		Loss: 0.72243
Training Progress: 	Epoch 34 [5760/8883 (64.75%)]		Loss: 0.58396
Training Progress: 	Epoch 34 [6080/8883 (68.35%)]		Loss: 0.75127
Training Progress: 	Epoch 34 [6400/8883 (71.94%)]		Loss: 0.78804
Training Progress: 	Epoch 34 [6720/8883 (75.54%)]		Loss: 1.00033
Training Progress: 	Epoch 34 [7040/8883 (79.14%)]		Loss: 0.81268
Training Progress: 	Epoch 34 [7360/8883 (82.73%)]		Loss: 0.85481
Training Progress: 	Epoch 34 [7680/8883 (86.33%)]		Loss: 0.75942
Training Progress: 	Epoch 34 [8000/8883 (89.93%)]		Loss: 0.66129
Training Progress: 	Epoch 34 [8320/8883 (93.53%)]		Loss: 0.92035
Training Progress: 	Epoch 34 [8640/8883 (97.12%)]		Loss: 0.92081
	Train loss: 0.02107, Accuracy: 6153/8883 (69.00%)
	Validation loss: 0.00044, Accuracy: 1191/1692 (70.00%)
	Test loss: 0.00127, Accuracy: 510/1772 (28.00%)

Training Progress: 	Epoch 35 [0/8883 (0.00%)]		Loss: 0.85510
Training Progress: 	Epoch 35 [320/8883 (3.60%)]		Loss: 0.84116
Training Progress: 	Epoch 35 [640/8883 (7.19%)]		Loss: 0.70203
Training Progress: 	Epoch 35 [960/8883 (10.79%)]		Loss: 0.61363
Training Progress: 	Epoch 35 [1280/8883 (14.39%)]		Loss: 1.14918
Training Progress: 	Epoch 35 [1600/8883 (17.99%)]		Loss: 0.97238
Training Progress: 	Epoch 35 [1920/8883 (21.58%)]		Loss: 0.82480
Training Progress: 	Epoch 35 [2240/8883 (25.18%)]		Loss: 0.82407
Training Progress: 	Epoch 35 [2560/8883 (28.78%)]		Loss: 0.81322
Training Progress: 	Epoch 35 [2880/8883 (32.37%)]		Loss: 0.71355
Training Progress: 	Epoch 35 [3200/8883 (35.97%)]		Loss: 0.70830
Training Progress: 	Epoch 35 [3520/8883 (39.57%)]		Loss: 0.79220
Training Progress: 	Epoch 35 [3840/8883 (43.17%)]		Loss: 0.88587
Training Progress: 	Epoch 35 [4160/8883 (46.76%)]		Loss: 0.69900
Training Progress: 	Epoch 35 [4480/8883 (50.36%)]		Loss: 0.70457
Training Progress: 	Epoch 35 [4800/8883 (53.96%)]		Loss: 0.64284
Training Progress: 	Epoch 35 [5120/8883 (57.55%)]		Loss: 0.86431
Training Progress: 	Epoch 35 [5440/8883 (61.15%)]		Loss: 0.80357
Training Progress: 	Epoch 35 [5760/8883 (64.75%)]		Loss: 0.70214
Training Progress: 	Epoch 35 [6080/8883 (68.35%)]		Loss: 0.76921
Training Progress: 	Epoch 35 [6400/8883 (71.94%)]		Loss: 0.65066
Training Progress: 	Epoch 35 [6720/8883 (75.54%)]		Loss: 0.76348
Training Progress: 	Epoch 35 [7040/8883 (79.14%)]		Loss: 0.95366
Training Progress: 	Epoch 35 [7360/8883 (82.73%)]		Loss: 0.75242
Training Progress: 	Epoch 35 [7680/8883 (86.33%)]		Loss: 0.68287
Training Progress: 	Epoch 35 [8000/8883 (89.93%)]		Loss: 0.65807
Training Progress: 	Epoch 35 [8320/8883 (93.53%)]		Loss: 0.87381
Training Progress: 	Epoch 35 [8640/8883 (97.12%)]		Loss: 0.86255
	Train loss: 0.02122, Accuracy: 6098/8883 (68.00%)
	Validation loss: 0.00045, Accuracy: 1198/1692 (70.00%)
	Test loss: 0.00129, Accuracy: 531/1772 (29.00%)

Training Progress: 	Epoch 36 [0/8883 (0.00%)]		Loss: 0.73194
Training Progress: 	Epoch 36 [320/8883 (3.60%)]		Loss: 0.68483
